# Tools/apidoc_secrets.txt -- GENERATED, do not edit by hand.
#
# Source: the client's own APIDocumentation, exported by
# Tools/APIDump and converted by Tools/apidoc_import.py.
# Regenerate after every content patch.
#
#   H | build | interface | generated
#   F | function            | secret return aspects | structures with secret fields
#   A | function            | secret argument policy | aspects added
#   X | function            | forbidden aspects checked (argument)
#   S | structure | field   | ConditionalSecret,NeverSecret,...
#
# Only F records taint a value in Tools/lint_secret_values.py.
# The rest are recorded so the file stays useful as the linter grows.

H|12.1.0|120100|2026-09-13
A|CanLootUnit|AllowedWhenUntainted|
A|CanMapChangeDifficulty|AllowedWhenUntainted|
A|CanSetUnit|AllowedWhenUntainted|
A|CancelPendingEquip|AllowedWhenUntainted|
A|CancelPreloadingMovie|AllowedWhenUntainted|
A|CaseAccentInsensitiveParse|AllowedWhenUntainted|
A|CheckInteractDistance|AllowedWhenUntainted|
A|CinematicFinished|AllowedWhenUntainted|
A|CinematicStarted|AllowedWhenUntainted|
A|ClassicExpansionAtLeast|AllowedWhenUntainted|
A|ClassicExpansionAtMost|AllowedWhenUntainted|
A|ClearAttribute|NotAllowed|
A|ClearPoint|AllowedWhenUntainted|
A|ClearRaidMarker|AllowedWhenUntainted|
A|Click|NotAllowed|
A|ClosestGameObjectPosition|AllowedWhenUntainted|
A|ClosestUnitPosition|AllowedWhenUntainted|
A|ConsoleEcho|AllowedWhenUntainted|
A|ConsoleExec|AllowedWhenUntainted|
A|ConsoleGetColorFromType|AllowedWhenUntainted|
A|ConsolePrintAllMatchingCommands|AllowedWhenUntainted|
A|ConsoleSetFontHeight|AllowedWhenUntainted|
A|CopyFontObject|AllowedWhenUntainted|
A|CopyToClipboard|AllowedWhenUntainted|
A|CreateAbbreviateConfig|NotAllowed|
A|CreateActor|AllowedWhenUntainted|
A|CreateAnimationGroup|NotAllowed|
A|CreateAnimation|NotAllowed|
A|CreateControlPoint|NotAllowed|
A|CreateFontFamily|AllowedWhenUntainted|
A|CreateFontString|NotAllowed|
A|CreateFromMixins|AllowedWhenUntainted|
A|CreateLine|NotAllowed|
A|CreateMaskTexture|NotAllowed|
A|CreateSecureDelegate|AllowedWhenUntainted|
A|CreateTexture|NotAllowed|
A|CreateVectorGraphics|NotAllowed|
A|CreateWindow|AllowedWhenUntainted|
A|CycleVariation|AllowedWhenUntainted|
A|DeclineName|AllowedWhenUntainted|
A|DesaturateHierarchy|NotAllowed|
A|DestroyTotem|AllowedWhenUntainted|
A|DetachFromMount|AllowedWhenUntainted|
A|DisableDrawLayer|AllowedWhenUntainted|
A|Drag|AllowedWhenUntainted|
A|DrawBlob|AllowedWhenUntainted|
A|DressPlayerSlot|AllowedWhenUntainted|
A|EjectPassengerFromSeat|AllowedWhenUntainted|
A|EnableDrawLayer|AllowedWhenUntainted|
A|EnableGamePadButton|NotAllowed|
A|EnableGamePadStick|NotAllowed|
A|EnableKeyboard|NotAllowed|
A|EnableMerging|AllowedWhenUntainted|
A|EnableMouseMotion|NotAllowed|
A|EnableMouseWheel|NotAllowed|
A|EnableMouse|NotAllowed|
A|EnableSmoothing|AllowedWhenUntainted|
A|EnableSubtitles|AllowedWhenUntainted|
A|EquipCursorItem|AllowedWhenUntainted|
A|EquipItem|AllowedWhenUntainted|
A|EquipPendingItem|AllowedWhenUntainted|
A|EvaluateCurrentHealthPercent|AllowedWhenUntainted|
A|EvaluateDesiredUnitCount|AllowedWhenUntainted|
A|EvaluateElapsedDuration|AllowedWhenUntainted|
A|EvaluateElapsedPercent|AllowedWhenUntainted|
A|EvaluateMaxInterval|AllowedWhenUntainted|
A|EvaluateMinInterval|AllowedWhenUntainted|
A|EvaluateMissingHealthPercent|AllowedWhenUntainted|
A|EvaluateRemainingDuration|AllowedWhenUntainted|
A|EvaluateRemainingPercent|AllowedWhenUntainted|
A|EvaluateTotalDuration|AllowedWhenUntainted|
A|EvaluateUnpacked|AllowedWhenUntainted|
A|Evaluate|AllowedWhenUntainted|
A|Evaluate|AllowedWhenUntainted|
A|ExecuteAttribute|AllowedWhenUntainted|
A|FindCharacterIndexAtCoordinate|AllowedWhenUntainted|
A|FlashClientIcon|AllowedWhenUntainted|
A|FocusUnit|AllowedWhenUntainted|
A|FollowUnit|AllowedWhenUntainted|
A|FormatElapsedDuration|AllowedWhenUntainted|
A|FormatNumber|AllowedWhenUntainted|
A|FormatRemainingDuration|AllowedWhenUntainted|
A|FormatTotalDuration|AllowedWhenUntainted|
A|FormatZero|AllowedWhenUntainted|
A|Format|AllowedWhenUntainted|
A|FreezeAnimation|AllowedWhenUntainted|
A|GetActorAtIndex|AllowedWhenUntainted|
A|GetAddOnCPUUsage|AllowedWhenUntainted|
A|GetAddOnMemoryUsage|AllowedWhenUntainted|
A|GetAttackPowerForStat|AllowedWhenUntainted|
A|GetAttribute|AllowedWhenUntainted|
A|GetAvailableLocaleInfo|AllowedWhenUntainted|
A|GetAvailableLocales|AllowedWhenUntainted|
A|GetBaseDifficultyID|AllowedWhenUntainted|
A|GetBuildOption|AllowedWhenUntainted|
A|GetCombatRatingBonusForCombatRatingValue|AllowedWhenUntainted|
A|GetCombatRatingBonus|AllowedWhenUntainted|
A|GetCombatRating|AllowedWhenUntainted|
A|GetComboPoints|AllowedWhenUntainted|
A|GetDebugName|AllowedWhenUntainted|
A|GetDefaultAbbreviationBreakpoints|AllowedWhenUntainted|
A|GetDifficultyInfo|AllowedWhenUntainted|
A|GetElapsedDuration|AllowedWhenUntainted|
A|GetElapsedPercent|AllowedWhenUntainted|
A|GetEndTime|AllowedWhenUntainted|
A|GetEventTime|AllowedWhenUntainted|
A|GetExpansionDisplayInfo|AllowedWhenUntainted|
A|GetExpansionForLevel|AllowedWhenUntainted|
A|GetFileIDFromPath|AllowedWhenUntainted|
A|GetFilterTagStatus|AllowedWhenUntainted|
A|GetFontHeight|AllowedWhenUntainted|
A|GetFontInfo|AllowedWhenUntainted|
A|GetFontObjectForAlphabet|AllowedWhenUntainted|
A|GetFontObject|AllowedWhenUntainted|
A|GetFontStringByID|AllowedWhenUntainted|
A|GetFont|AllowedWhenUntainted|
A|GetForbiddenObjectTable|AllowedWhenUntainted|
A|GetFrameCPUUsage|AllowedWhenUntainted|
A|GetGameMessageInfo|AllowedWhenUntainted|
A|GetHeight|AllowedWhenUntainted|
A|GetHighestFrameLevel|AllowedWhenUntainted|
A|GetIndentedWordWrap|AllowedWhenUntainted|
A|GetInheritableForbiddenAspects|NotAllowed|
A|GetInstanceLockTimeRemainingEncounter|AllowedWhenUntainted|
A|GetItemTransmogInfo|AllowedWhenUntainted|
A|GetItemTransmogInfo|AllowedWhenUntainted|
A|GetJustifyH|AllowedWhenUntainted|
A|GetJustifyV|AllowedWhenUntainted|
A|GetLeftLine|AllowedWhenUntainted|
A|GetLowerEmblemTexture|AllowedWhenUntainted|
A|GetMaskTexture|AllowedWhenUntainted|
A|GetMaxLevelForExpansionLevel|AllowedWhenUntainted|
A|GetMirrorTimerInfo|AllowedWhenUntainted|
A|GetMirrorTimerProgress|AllowedWhenUntainted|
A|GetMouseButtonName|AllowedWhenUntainted|
A|GetMovieDownloadProgress|AllowedWhenUntainted|
A|GetNumDeclensionSets|AllowedWhenUntainted|
A|GetPlayerInfoByGUID|AllowedWhenTainted|
A|GetPointByName|AllowedWhenUntainted|
A|GetPoint|AllowedWhenUntainted|
A|GetPoint|AllowedWhenUntainted|
A|GetPoint|AllowedWhenUntainted|
A|GetPowerRegenForPowerType|AllowedWhenUntainted|
A|GetRaidTargetIndex|AllowedWhenUntainted|
A|GetRealZoneText|AllowedWhenUntainted|
A|GetRemainingDuration|AllowedWhenUntainted|
A|GetRemainingPercent|AllowedWhenUntainted|
A|GetRightLine|AllowedWhenUntainted|
A|GetRuneCooldown|AllowedWhenUntainted|
A|GetRuneCount|AllowedWhenUntainted|
A|GetScript|AllowedWhenUntainted|
A|GetScript|AllowedWhenUntainted|
A|GetScript|AllowedWhenUntainted|
A|GetShadowColor|AllowedWhenUntainted|
A|GetShadowOffset|AllowedWhenUntainted|
A|GetSize|AllowedWhenUntainted|
A|GetSpacing|AllowedWhenUntainted|
A|GetSpecializationInfoForClassID|AllowedWhenUntainted|
A|GetSpecializationInfoForSpecID|AllowedWhenUntainted|
A|GetSpecializationNameForSpecID|AllowedWhenUntainted|
A|GetSpellBonusDamage|AllowedWhenUntainted|
A|GetStartTime|AllowedWhenUntainted|
A|GetStringFromModifiers|AllowedWhenUntainted|
A|GetTextColor|AllowedWhenUntainted|
A|GetThreatStatusColor|AllowedWhenUntainted|
A|GetTitleName|AllowedWhenUntainted|
A|GetTooltipIndex|AllowedWhenUntainted|
A|GetTotalDuration|AllowedWhenUntainted|
A|GetTotemCannotDismiss|AllowedWhenUntainted|
A|GetTotemDuration|AllowedWhenUntainted|
A|GetTotemInfo|AllowedWhenUntainted|
A|GetTotemTimeLeft|AllowedWhenUntainted|
A|GetUICameraInfo|AllowedWhenUntainted|
A|GetUnboundedStringWidthForText|AllowedWhenUntainted|
A|GetUnitChargedPowerPoints|AllowedWhenUntainted|
A|GetUnitEmpowerHoldAtMaxTime|AllowedWhenUntainted|
A|GetUnitEmpowerMinHoldTime|AllowedWhenUntainted|
A|GetUnitEmpowerStageDuration|AllowedWhenUntainted|
A|GetUnitHealthModifier|AllowedWhenUntainted|
A|GetUnitMaxHealthModifier|AllowedWhenUntainted|
A|GetUnitPowerBarInfoByID|AllowedWhenUntainted|
A|GetUnitPowerBarInfo|AllowedWhenUntainted|
A|GetUnitPowerBarStringsByID|AllowedWhenUntainted|
A|GetUnitPowerBarStrings|AllowedWhenUntainted|
A|GetUnitPowerBarTextureInfoByID|AllowedWhenUntainted|
A|GetUnitPowerBarTextureInfo|AllowedWhenUntainted|
A|GetUnitPowerModifier|AllowedWhenUntainted|
A|GetUnitSpeed|AllowedWhenUntainted|
A|GetUnitTotalModifiedMaxHealthPercent|AllowedWhenUntainted|
A|GetUpperEmblemTexture|AllowedWhenUntainted|
A|GetVehicleUIIndicatorSeat|AllowedWhenUntainted|
A|GetVehicleUIIndicator|AllowedWhenUntainted|
A|GetVersatilityBonus|AllowedWhenUntainted|
A|GetVertexOffset|AllowedWhenUntainted|
A|GetWidth|AllowedWhenUntainted|
A|HasAnimation|AllowedWhenUntainted|
A|HasAnyAccessRestrictions|AllowedWhenUntainted|
A|HasAnyForbiddenAspects|AllowedWhenUntainted|
A|HasExpired|AllowedWhenUntainted|
A|HasMessageByID|AllowedWhenUntainted|
A|HasScript|AllowedWhenUntainted|
A|HasScript|AllowedWhenUntainted|
A|HasScript|AllowedWhenUntainted|
A|HasSecretAspect|AllowedWhenUntainted|
A|HasStarted|AllowedWhenUntainted|
A|HighlightText|AllowedWhenUntainted|
A|HookScript|AllowedWhenUntainted|
A|HookScript|AllowedWhenUntainted|
A|HookScript|AllowedWhenUntainted|
A|InitializeCamera|AllowedWhenUntainted|
A|InitializePanCamera|AllowedWhenUntainted|
A|InitiateTrade|AllowedWhenUntainted|
A|Insert|AllowedWhenUntainted|Text
A|InterceptStartDrag|AllowedWhenUntainted|
A|Intersects|AllowedWhenUntainted|
A|IsActive|AllowedWhenUntainted|
A|IsDrawLayerEnabled|AllowedWhenUntainted|
A|IsEventRegistered|AllowedWhenUntainted|
A|IsFalling|AllowedWhenUntainted|
A|IsFlying|AllowedWhenUntainted|
A|IsItemPreferredArmorType|AllowedWhenUntainted|
A|IsJailersTowerLayerTimeLocked|AllowedWhenUntainted|
A|IsKeyDown|AllowedWhenUntainted|
A|IsLegacyDifficulty|AllowedWhenUntainted|
A|IsMouseButtonDown|AllowedWhenUntainted|
A|IsMouseOver|AllowedWhenUntainted|
A|IsMovieLocal|AllowedWhenUntainted|
A|IsMoviePlayable|AllowedWhenUntainted|
A|IsMovieReadable|AllowedWhenUntainted|
A|IsObjectType|AllowedWhenUntainted|
A|IsPlayerInGuildFromGUID|AllowedWhenUntainted|
A|IsRaidMarkerActive|AllowedWhenUntainted|
A|IsSlotAllowed|AllowedWhenUntainted|
A|IsSlotAllowed|AllowedWhenUntainted|
A|IsSlotVisible|AllowedWhenUntainted|
A|IsSlotVisible|AllowedWhenUntainted|
A|IsSnapshotValid|AllowedWhenUntainted|
A|IsSubmerged|AllowedWhenUntainted|
A|IsSwimming|AllowedWhenUntainted|
A|IsTitleKnown|AllowedWhenUntainted|
A|IsUnitModelReadyForUI|AllowedWhenUntainted|
A|LaunchURL|AllowedWhenUntainted|
A|LoadURLIndex|AllowedWhenUntainted|
A|LocalizedClassList|AllowedWhenUntainted|
A|Mixin|AllowedWhenUntainted|
A|MouseOverrideCinematicDisable|AllowedWhenUntainted|
A|NavigateHome|AllowedWhenUntainted|
A|NotifyInspect|AllowedWhenUntainted|
A|OpenCheckout|AllowedWhenUntainted|
A|OpenTicket|AllowedWhenUntainted|
A|PickupPlayerMoney|AllowedWhenUntainted|
A|PingLocation|AllowedWhenUntainted|
A|PlaceRaidMarker|AllowedWhenUntainted|
A|PlayAnimKit|AllowedWhenUntainted|
A|PlayAnimationKit|AllowedWhenUntainted|
A|PlayerIsPVPInactive|AllowedWhenUntainted|
A|PlayerIsSpellTarget|AllowedWhenUntainted|
A|Play|AllowedWhenUntainted|
A|PreloadMovie|AllowedWhenUntainted|
A|Project3DPointTo2D|AllowedWhenUntainted|
A|RandomRoll|AllowedWhenUntainted|
A|RegisterEventCallback|AllowedWhenUntainted|
A|RegisterEventCallback|AllowedWhenUntainted|
A|RegisterEvent|AllowedWhenUntainted|
A|RegisterForClicks|NotAllowed|
A|RegisterForDrag|AllowedWhenUntainted|
A|RegisterForMouse|NotAllowed|
A|RegisterUnitEventCallback|AllowedWhenUntainted|
A|RegisterUnitEventCallback|AllowedWhenUntainted|
A|RegisterUnitEvent|AllowedWhenUntainted|
A|RemoveMaskTexture|AllowedWhenUntainted|
A|RemovePoint|AllowedWhenUntainted|
A|RemovePoint|AllowedWhenUntainted|
A|RemoveRoleset|AllowedWhenUntainted|
A|ReplaceIconTexture|AllowedWhenUntainted|
A|ReportBug|AllowedWhenUntainted|
A|ReportPlayerIsPVPAFK|AllowedWhenUntainted|
A|ReportSuggestion|AllowedWhenUntainted|
A|ResetMessageFadeByID|AllowedWhenUntainted|
A|ResistancePercent|AllowedWhenUntainted|
A|RespondInstanceLock|AllowedWhenUntainted|
A|Restart|AllowedWhenUntainted|
A|RewindTime|AllowedWhenUntainted|
A|RotateTextures|AllowedWhenUntainted|
A|RunScript|AllowedWhenUntainted|
A|SendSubscriptionInterstitialResponse|AllowedWhenUntainted|
A|SetAbbreviateNumberData|NotAllowed|
A|SetAllHitTestPoints|AllowedWhenUntainted|
A|SetAllInFilterTagGroup|AllowedWhenUntainted|
A|SetAllPoints|AllowedWhenUntainted|
A|SetAllowDangerousScripts|AllowedWhenUntainted|
A|SetAllowLowLevelRaid|AllowedWhenUntainted|
A|SetAllowOverlappedModels|AllowedWhenUntainted|
A|SetAllowRecentAlliesSeeLocation|AllowedWhenUntainted|
A|SetAllowedIndoors|AllowedWhenUntainted|
A|SetAllowedOutdoors|AllowedWhenUntainted|
A|SetAlphaFromBoolean|AllowedWhenTainted|Alpha
A|SetAlphaFromBoolean|AllowedWhenTainted|Alpha
A|SetAlphaGradient|AllowedWhenUntainted|
A|SetAlphaGradient|AllowedWhenUntainted|
A|SetAlphabeticOnly|AllowedWhenUntainted|
A|SetAlpha|AllowedWhenTainted|Alpha
A|SetAlpha|AllowedWhenTainted|Alpha
A|SetAlpha|AllowedWhenUntainted|
A|SetAlpha|AllowedWhenUntainted|Alpha
A|SetAltArrowKeyMode|AllowedWhenUntainted|
A|SetAnimOffset|AllowedWhenUntainted|
A|SetAnimationBlendOperation|AllowedWhenUntainted|
A|SetAnimationSpeedMultiplier|AllowedWhenUntainted|
A|SetAnimation|AllowedWhenUntainted|
A|SetAnimation|AllowedWhenUntainted|
A|SetApproximationSeconds|AllowedWhenUntainted|
A|SetArchBlobInsideAlpha|AllowedWhenUntainted|
A|SetArchBlobInsideTexture|AllowedWhenUntainted|
A|SetArchBlobOutsideAlpha|AllowedWhenUntainted|
A|SetArchBlobOutsideTexture|AllowedWhenUntainted|
A|SetArchBlobRingAlpha|AllowedWhenUntainted|
A|SetArchBlobRingScalar|AllowedWhenUntainted|
A|SetArchBlobRingTexture|AllowedWhenUntainted|
A|SetAtlas|AllowedWhenTainted|
A|SetAttributeNoHandler|AllowedWhenUntainted|
A|SetAttribute|AllowedWhenUntainted|
A|SetAutoDeclineGuildInvites|AllowedWhenUntainted|
A|SetAutoDeclineNeighborhoodInvites|AllowedWhenUntainted|
A|SetAutoDress|AllowedWhenUntainted|
A|SetAutoDress|AllowedWhenUntainted|
A|SetAutoFocus|AllowedWhenUntainted|
A|SetAutoUpdateOnParamChanges|AllowedWhenUntainted|
A|SetBaseVariantOnly|AllowedWhenUntainted|
A|SetBlendMode|AllowedWhenUntainted|
A|SetBlingTexture|AllowedWhenUntainted|
A|SetBlinkSpeed|AllowedWhenUntainted|
A|SetBlockingLoadsRequested|AllowedWhenUntainted|
A|SetBorderAlpha|AllowedWhenUntainted|
A|SetBorderScalar|AllowedWhenUntainted|
A|SetBorderTexture|AllowedWhenUntainted|
A|SetBreakpoints|AllowedWhenUntainted|
A|SetBreakpoints|AllowedWhenUntainted|
A|SetButtonState|AllowedWhenUntainted|ButtonState
A|SetCamDistanceScale|AllowedWhenUntainted|
A|SetCameraDistance|AllowedWhenUntainted|
A|SetCameraFacing|AllowedWhenUntainted|
A|SetCameraFarClip|AllowedWhenUntainted|
A|SetCameraFieldOfView|AllowedWhenUntainted|
A|SetCameraNearClip|AllowedWhenUntainted|
A|SetCameraOrientationByAxisVectors|AllowedWhenUntainted|
A|SetCameraOrientationByYawPitchRoll|AllowedWhenUntainted|
A|SetCameraPosition|AllowedWhenUntainted|
A|SetCameraPosition|AllowedWhenUntainted|
A|SetCameraPosition|AllowedWhenUntainted|
A|SetCameraRoll|AllowedWhenUntainted|
A|SetCameraTarget|AllowedWhenUntainted|
A|SetCameraTarget|AllowedWhenUntainted|
A|SetCamera|AllowedWhenUntainted|
A|SetCanRoundUpIntervals|AllowedWhenUntainted|
A|SetCanRoundUpLastUnit|AllowedWhenUntainted|
A|SetCemeteryPreference|AllowedWhenUntainted|
A|SetCheckedTexture|AllowedWhenUntainted|
A|SetChecked|AllowedWhenUntainted|
A|SetChildKey|AllowedWhenUntainted|
A|SetClampRectInsets|AllowedWhenUntainted|
A|SetClampedToScreen|NotAllowed|
A|SetClipsChildren|AllowedWhenUntainted|
A|SetClock|AllowedWhenUntainted|
A|SetCollapsesLayout|NotAllowed|
A|SetCollected|AllowedWhenUntainted|
A|SetColorAlphaTexture|AllowedWhenUntainted|
A|SetColorAlphaThumbTexture|AllowedWhenUntainted|
A|SetColorAlpha|NotAllowed|
A|SetColorFill|AllowedWhenUntainted|
A|SetColorHSV|NotAllowed|
A|SetColorRGB|NotAllowed|
A|SetColorTexture|AllowedWhenTainted|
A|SetColorValueTexture|AllowedWhenUntainted|
A|SetColorValueThumbTexture|AllowedWhenUntainted|
A|SetColorWheelTexture|AllowedWhenUntainted|
A|SetColorWheelThumbTexture|AllowedWhenUntainted|
A|SetConsoleKey|AllowedWhenUntainted|
A|SetConvertToLower|AllowedWhenUntainted|
A|SetCooldownDuration|AllowedWhenUntainted|Cooldown
A|SetCooldownFromDurationObject|AllowedWhenUntainted|
A|SetCooldownFromExpirationTime|AllowedWhenUntainted|Cooldown
A|SetCooldownUNIX|AllowedWhenUntainted|Cooldown
A|SetCooldown|AllowedWhenUntainted|Cooldown
A|SetCountInvisibleLetters|AllowedWhenUntainted|
A|SetCountdownAbbrevThreshold|AllowedWhenUntainted|
A|SetCountdownFont|AllowedWhenUntainted|
A|SetCountdownFormatter|AllowedWhenUntainted|
A|SetCountdownMillisecondsThreshold|AllowedWhenUntainted|
A|SetCreatureData|AllowedWhenUntainted|
A|SetCreature|AllowedWhenUntainted|
A|SetCurrentTitle|AllowedWhenUntainted|
A|SetCursorByMode|AllowedWhenUntainted|
A|SetCursorHoveredItemTradeItem|AllowedWhenUntainted|
A|SetCursorHoveredItem|AllowedWhenUntainted|
A|SetCursorPosition|AllowedWhenUntainted|
A|SetCursorPosition|AllowedWhenUntainted|Cursor
A|SetCursorVirtualItem|AllowedWhenUntainted|
A|SetCursor|AllowedWhenUntainted|
A|SetCurveType|AllowedWhenUntainted|
A|SetCustomCamera|AllowedWhenUntainted|
A|SetCustomizableOnly|AllowedWhenUntainted|
A|SetDamageAbsorbClampMode|NotAllowed|
A|SetDefaultAbbreviation|AllowedWhenUntainted|
A|SetDegrees|AllowedWhenUntainted|
A|SetDesaturateEmbeddedTextures|AllowedWhenUntainted|
A|SetDesaturated|AllowedWhenTainted|Desaturation
A|SetDesaturation|AllowedWhenTainted|Desaturation
A|SetDesaturation|AllowedWhenUntainted|
A|SetDesaturation|AllowedWhenUntainted|
A|SetDesaturation|AllowedWhenUntainted|
A|SetDesiredUnitCountCurve|AllowedWhenUntainted|
A|SetDesiredUnitCount|AllowedWhenUntainted|
A|SetDisabledAtlas|AllowedWhenUntainted|
A|SetDisabledCheckedTexture|AllowedWhenUntainted|
A|SetDisabledFontObject|AllowedWhenUntainted|
A|SetDisabledTexture|AllowedWhenUntainted|
A|SetDisplayInfo|AllowedWhenUntainted|
A|SetDoBlend|AllowedWhenUntainted|
A|SetDontSavePosition|AllowedWhenUntainted|
A|SetDrawBling|AllowedWhenTainted|CooldownStyle
A|SetDrawEdge|AllowedWhenTainted|CooldownStyle
A|SetDrawLayerEnabled|AllowedWhenUntainted|
A|SetDrawLayer|AllowedWhenUntainted|
A|SetDrawLayer|AllowedWhenUntainted|
A|SetDrawSwipe|AllowedWhenTainted|CooldownStyle
A|SetDungeonDifficultyID|AllowedWhenUntainted|
A|SetDuration|AllowedWhenUntainted|
A|SetDuration|AllowedWhenUntainted|
A|SetEdgeColor|AllowedWhenTainted|CooldownStyle
A|SetEdgeScale|AllowedWhenUntainted|
A|SetEdgeTexture|AllowedWhenUntainted|
A|SetEditorModeContext|AllowedWhenUntainted|
A|SetEnabled|AllowedWhenUntainted|
A|SetEnabled|AllowedWhenUntainted|
A|SetEnabled|AllowedWhenUntainted|
A|SetEnabled|AllowedWhenUntainted|ButtonState
A|SetEndColor|AllowedWhenTainted|
A|SetEndDelay|NotAllowed|
A|SetEndPoint|AllowedWhenUntainted|
A|SetErrorCallstackHeight|AllowedWhenUntainted|
A|SetEuropeanNumbers|AllowedWhenUntainted|
A|SetExpiredText|AllowedWhenUntainted|
A|SetFacingLeft|AllowedWhenUntainted|
A|SetFacing|AllowedWhenUntainted|
A|SetFadeDuration|AllowedWhenUntainted|
A|SetFadePower|AllowedWhenUntainted|
A|SetFadeTimes|AllowedWhenUntainted|
A|SetFading|AllowedWhenUntainted|
A|SetFillAlpha|AllowedWhenUntainted|
A|SetFillStyle|AllowedWhenUntainted|
A|SetFillTexture|AllowedWhenUntainted|
A|SetFilterTagStatus|AllowedWhenUntainted|
A|SetFilteredCategoryID|AllowedWhenUntainted|
A|SetFilteredSubcategoryID|AllowedWhenUntainted|
A|SetFirstAcquisitionBonusOnly|AllowedWhenUntainted|
A|SetFixedColor|AllowedWhenUntainted|
A|SetFixedFrameLevel|AllowedWhenUntainted|
A|SetFixedFrameStrata|AllowedWhenUntainted|
A|SetFlattensRenderLayers|AllowedWhenUntainted|
A|SetFlipBookColumns|AllowedWhenUntainted|
A|SetFlipBookFrameHeight|AllowedWhenUntainted|
A|SetFlipBookFrameWidth|AllowedWhenUntainted|
A|SetFlipBookFrames|AllowedWhenUntainted|
A|SetFlipBookRows|AllowedWhenUntainted|
A|SetFogColor|AllowedWhenUntainted|
A|SetFogColor|AllowedWhenUntainted|
A|SetFogFar|AllowedWhenUntainted|
A|SetFogFar|AllowedWhenUntainted|
A|SetFogNear|AllowedWhenUntainted|
A|SetFogNear|AllowedWhenUntainted|
A|SetFogOfWarBackgroundAtlas|AllowedWhenUntainted|
A|SetFogOfWarBackgroundTexture|AllowedWhenUntainted|
A|SetFogOfWarMaskAtlas|AllowedWhenUntainted|
A|SetFogOfWarMaskTexture|AllowedWhenUntainted|
A|SetFontHeight|AllowedWhenUntainted|
A|SetFontHeight|AllowedWhenUntainted|
A|SetFontObject|AllowedWhenUntainted|
A|SetFontObject|AllowedWhenUntainted|
A|SetFontObject|AllowedWhenUntainted|
A|SetFontObject|AllowedWhenUntainted|
A|SetFontObject|AllowedWhenUntainted|
A|SetFontString|AllowedWhenUntainted|
A|SetFontString|AllowedWhenUntainted|
A|SetFont|AllowedWhenUntainted|
A|SetFont|AllowedWhenUntainted|
A|SetFont|AllowedWhenUntainted|
A|SetFont|AllowedWhenUntainted|
A|SetFont|AllowedWhenUntainted|
A|SetFormattedText|AllowedWhenTainted|Text
A|SetFormattedText|AllowedWhenUntainted|Text
A|SetFormatter|AllowedWhenUntainted|
A|SetFrameLevel|AllowedWhenUntainted|FrameLevel
A|SetFrameStrata|NotAllowed|
A|SetFromAlpha|AllowedWhenUntainted|Alpha
A|SetFromPercent|AllowedWhenUntainted|
A|SetFrontEndLobbyModelFromDefaultCharacterDisplay|AllowedWhenUntainted|
A|SetGlow|AllowedWhenUntainted|
A|SetGradientMaskWithDyes|AllowedWhenUntainted|
A|SetGradientMask|AllowedWhenUntainted|
A|SetGradientMask|AllowedWhenUntainted|
A|SetGradient|AllowedWhenUntainted|
A|SetHealAbsorbClampMode|NotAllowed|
A|SetHealAbsorbMode|NotAllowed|
A|SetHeightFactor|AllowedWhenUntainted|
A|SetHeight|AllowedWhenUntainted|
A|SetHideCountdownNumbers|AllowedWhenUntainted|
A|SetHighlightAtlas|AllowedWhenUntainted|
A|SetHighlightColor|AllowedWhenUntainted|
A|SetHighlightFontObject|AllowedWhenUntainted|
A|SetHighlightLocked|AllowedWhenUntainted|
A|SetHighlightTexture|AllowedWhenUntainted|
A|SetHistoryLines|AllowedWhenUntainted|
A|SetHitRectInsets|NotAllowed|
A|SetHitRectThickness|AllowedWhenUntainted|
A|SetHitTestPoints|AllowedWhenUntainted|
A|SetHorizTile|AllowedWhenUntainted|
A|SetHorizontalScroll|AllowedWhenUntainted|ScrollOffset
A|SetHyperlinkFormat|AllowedWhenUntainted|
A|SetHyperlinkPropagateToParent|AllowedWhenUntainted|
A|SetHyperlinksEnabled|NotAllowed|
A|SetID|AllowedWhenTainted|ID
A|SetIconScale|AllowedWhenUntainted|
A|SetIgnoreParentAlpha|AllowedWhenUntainted|
A|SetIgnoreParentAlpha|AllowedWhenUntainted|
A|SetIgnoreParentScale|NotAllowed|
A|SetIgnoreParentScale|NotAllowed|
A|SetIgnoringChildrenForBounds|AllowedWhenUntainted|
A|SetInWorldUIVisibility|AllowedWhenUntainted|
A|SetIncomingHealClampMode|NotAllowed|
A|SetIncomingHealOverflowPercent|NotAllowed|
A|SetIndentedWordWrap|AllowedWhenUntainted|
A|SetIndentedWordWrap|AllowedWhenUntainted|
A|SetIndentedWordWrap|AllowedWhenUntainted|
A|SetIndentedWordWrap|AllowedWhenUntainted|
A|SetIndentedWordWrap|AllowedWhenUntainted|
A|SetInsertMode|AllowedWhenUntainted|
A|SetIsFrameBuffer|NotAllowed|
A|SetItemAppearance|AllowedWhenUntainted|
A|SetItemTransmogInfo|AllowedWhenUntainted|
A|SetItemTransmogInfo|AllowedWhenUntainted|
A|SetItem|AllowedWhenUntainted|
A|SetJumpInfo|AllowedWhenUntainted|
A|SetJustifyH|AllowedWhenUntainted|
A|SetJustifyH|AllowedWhenUntainted|
A|SetJustifyH|AllowedWhenUntainted|
A|SetJustifyH|AllowedWhenUntainted|
A|SetJustifyH|AllowedWhenUntainted|
A|SetJustifyV|AllowedWhenUntainted|
